merchant_id,merchant_name,normalized_name,merchant_status,merchant_source,keyword_id,keyword,normalized_keyword,keyword_source,keyword_created_at,keyword_updated_at
296,Star Car Wash,STAR CAR WASH,active,manual_review,555,STAR CAR WASH,STAR CAR WASH,manual_review,2026-07-06T06:30:23+00:00,2026-07-06T06:30:23+00:00
296,Star Car Wash,STAR CAR WASH,active,manual_review,557,STAR CARWASH,STAR CARWASH,manual_review,2026-07-06T06:31:06+00:00,2026-07-06T06:31:06+00:00
329,Starbucks,STARBUCKS,active,manual_review,598,STARBUCKS,STARBUCKS,manual_review,2026-07-06T06:51:45+00:00,2026-07-06T06:51:45+00:00
116,Staroly,STAROLY,active,manual_review,178,STAROLY,STAROLY,manual_review,2026-07-03T09:38:54+00:00,2026-07-03T09:38:54+00:00
426,Stripe,STRIPE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,720,Stripe,STRIPE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
232,Subway,SUBWAY,active,manual_review,480,Subway,SUBWAY,manual_review,2026-07-06T03:56:38+00:00,2026-07-06T03:56:38+00:00
402,Suncorp,SUNCORP,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,688,Suncorp,SUNCORP,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
264,Suncorp Stadium,SUNCORP STADIUM,active,manual_review,521,SUNCORP STADIUM,SUNCORP STADIUM,manual_review,2026-07-06T05:52:42+00:00,2026-07-06T05:52:42+00:00
80,Sunshine Communication,SUNSHINE COMMUNICATION,active,manual_review,137,Sunshine Communication,SUNSHINE COMMUNICATION,manual_review,2026-07-03T08:02:24+00:00,2026-07-03T08:02:24+00:00
78,Sunshine Loans,SUNSHINE LOANS,active,manual_review,223,SUNSHINE REPAYME,SUNSHINE REPAYME,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
78,Sunshine Loans,SUNSHINE LOANS,active,manual_review,241,Sunshine Loan,SUNSHINE LOAN,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
78,Sunshine Loans,SUNSHINE LOANS,active,manual_review,135,Sunshine Loans,SUNSHINE LOANS,manual_review,2026-07-03T08:01:08+00:00,2026-07-03T08:01:08+00:00
140,Supercheap Auto,SUPERCHEAP AUTO,active,manual_review,205,SUPER CHEAP AUTO,SUPER CHEAP AUTO,manual_review,2026-07-03T09:50:36+00:00,2026-07-03T09:50:36+00:00
140,Supercheap Auto,SUPERCHEAP AUTO,active,manual_review,259,SUPERCHEAP,SUPERCHEAP,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
140,Supercheap Auto,SUPERCHEAP AUTO,active,manual_review,207,SUPERCHEAP AUTO,SUPERCHEAP AUTO,manual_review,2026-07-03T09:50:53+00:00,2026-07-03T09:50:53+00:00
368,Superior Food Group,SUPERIOR FOOD GROUP,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,650,Superior Food Group,SUPERIOR FOOD GROUP,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
108,Sushi Haroo,SUSHI HAROO,active,manual_review,170,Sushi Haroo,SUSHI HAROO,manual_review,2026-07-03T09:33:24+00:00,2026-07-03T09:33:24+00:00
164,Sushi Hub,SUSHI HUB,active,manual_review,374,Sushi Hub,SUSHI HUB,manual_review,2026-07-06T02:08:23+00:00,2026-07-06T02:08:23+00:00
162,Sushi Sushi,SUSHI SUSHI,active,manual_review,372,SUSHI SUSHI,SUSHI SUSHI,manual_review,2026-07-06T02:07:07+00:00,2026-07-06T02:07:07+00:00
59,Swoosh Finance,SWOOSH FINANCE,active,sample_verified,95,Swoosh Finance,SWOOSH FINANCE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
250,Sydney Tools,SYDNEY TOOLS,active,manual_review,499,Sydney Tools,SYDNEY TOOLS,manual_review,2026-07-06T05:40:07+00:00,2026-07-06T05:40:07+00:00
60,TAB,TAB,active,sample_verified,96,TAB,TAB,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
60,TAB,TAB,active,sample_verified,97,TAB LIMITED,TAB LIMITED,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
60,TAB,TAB,active,sample_verified,346,TABTOUCH,TABTOUCH,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
60,TAB,TAB,active,sample_verified,224,Tabcorp,TABCORP,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
60,TAB,TAB,active,sample_verified,266,UBET,UBET,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
152,THE ICONIC,THE ICONIC,active,manual_review,355,ICONIC,ICONIC,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
152,THE ICONIC,THE ICONIC,active,manual_review,219,THE ICONIC,THE ICONIC,manual_review,2026-07-03T09:54:12+00:00,2026-07-03T09:54:12+00:00
138,TK Maxx,TK MAXX,active,manual_review,203,TK MAXX,TK MAXX,manual_review,2026-07-03T09:49:54+00:00,2026-07-03T09:49:54+00:00
134,TPG Telecom,TPG TELECOM,active,manual_review,199,TPG,TPG,manual_review,2026-07-03T09:47:43+00:00,2026-07-03T09:47:43+00:00
157,Target,TARGET,active,manual_review,364,TARGET,TARGET,manual_review,2026-07-06T01:52:41+00:00,2026-07-06T01:52:41+00:00
190,Taurus Motor Finance,TAURUS MOTOR FINANCE,active,manual_review,408,TAURUS MOTOR FINANCE,TAURUS MOTOR FINANCE,manual_review,2026-07-06T02:51:07+00:00,2026-07-06T02:51:07+00:00
190,Taurus Motor Finance,TAURUS MOTOR FINANCE,active,manual_review,410,Taurus Motor Fin,TAURUS MOTOR FIN,manual_review,2026-07-06T02:58:36+00:00,2026-07-06T02:58:36+00:00
393,Tech Mahindra,TECH MAHINDRA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,678,Tech Mahindra,TECH MAHINDRA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
118,Telstra,TELSTRA,active,manual_review,180,Telstra,TELSTRA,manual_review,2026-07-03T09:39:43+00:00,2026-07-03T09:39:43+00:00
236,Temu,TEMU,active,manual_review,484,TEMU,TEMU,manual_review,2026-07-06T04:00:47+00:00,2026-07-06T04:00:47+00:00
255,TerryWhite Chemmart,TERRYWHITE CHEMMART,active,manual_review,512,CHEMMART,CHEMMART,manual_review,2026-07-06T05:44:09+00:00,2026-07-06T05:44:09+00:00
255,TerryWhite Chemmart,TERRYWHITE CHEMMART,active,manual_review,509,TERRY WHITE,TERRY WHITE,manual_review,2026-07-06T05:43:49+00:00,2026-07-06T05:43:49+00:00
255,TerryWhite Chemmart,TERRYWHITE CHEMMART,active,manual_review,507,TERRY WHITE CHEMMART,TERRY WHITE CHEMMART,manual_review,2026-07-06T05:43:37+00:00,2026-07-06T05:43:37+00:00
255,TerryWhite Chemmart,TERRYWHITE CHEMMART,active,manual_review,511,TERRYWHITE,TERRYWHITE,manual_review,2026-07-06T05:44:01+00:00,2026-07-06T05:44:01+00:00
255,TerryWhite Chemmart,TERRYWHITE CHEMMART,active,manual_review,505,TERRYWHITE CHEMMART,TERRYWHITE CHEMMART,manual_review,2026-07-06T05:42:46+00:00,2026-07-06T05:42:46+00:00
186,The Coffee Club,THE COFFEE CLUB,active,manual_review,401,COFFEE CLUB,COFFEE CLUB,manual_review,2026-07-06T02:39:40+00:00,2026-07-06T02:39:40+00:00
186,The Coffee Club,THE COFFEE CLUB,active,manual_review,403,THE COFFEE CLUB,THE COFFEE CLUB,manual_review,2026-07-06T02:41:39+00:00,2026-07-06T02:41:39+00:00
275,The Good Guys,THE GOOD GUYS,active,manual_review,532,THE GOOD GUYS,THE GOOD GUYS,manual_review,2026-07-06T06:06:34+00:00,2026-07-06T06:06:34+00:00
275,The Good Guys,THE GOOD GUYS,active,manual_review,534,good guys,GOOD GUYS,manual_review,2026-07-06T06:16:06+00:00,2026-07-06T06:16:06+00:00
432,The Lott,THE LOTT,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,736,Tatts Online,TATTS ONLINE,verified_csv:illion_txn_shard_0000_remove_category_text_exact_dedup_part006_merchant_verified(1).csv,2026-07-06T07:23:32+00:00,2026-07-06T07:23:32+00:00
432,The Lott,THE LOTT,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,726,The Lott,THE LOTT,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
218,The Reject Shop,THE REJECT SHOP,active,manual_review,461,REJECT SHOP,REJECT SHOP,manual_review,2026-07-06T03:39:02+00:00,2026-07-06T03:39:02+00:00
218,The Reject Shop,THE REJECT SHOP,active,manual_review,459,THE REJECT SHOP,THE REJECT SHOP,manual_review,2026-07-06T03:38:02+00:00,2026-07-06T03:38:02+00:00
423,The Royal Melbourne Hospital,THE ROYAL MELBOURNE HOSPITAL,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,717,Melbourne Health,MELBOURNE HEALTH,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
423,The Royal Melbourne Hospital,THE ROYAL MELBOURNE HOSPITAL,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,716,The Royal Melbourne Hospital,THE ROYAL MELBOURNE HOSPITAL,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
336,Thrifty,THRIFTY,active,manual_review,608,Thrifty,THRIFTY,manual_review,2026-07-06T06:54:25+00:00,2026-07-06T06:54:25+00:00
359,Tianqi Lithium Energy Australia,TIANQI LITHIUM ENERGY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,639,Tianqi Lithium,TIANQI LITHIUM,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
359,Tianqi Lithium Energy Australia,TIANQI LITHIUM ENERGY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,638,Tianqi Lithium Energy Australia,TIANQI LITHIUM ENERGY AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
305,TikTok,TIKTOK,active,manual_review,571,TikTok,TIKTOK,manual_review,2026-07-06T06:41:18+00:00,2026-07-06T06:41:18+00:00
310,Timezone,TIMEZONE,active,manual_review,577,TIMEZONE,TIMEZONE,manual_review,2026-07-06T06:43:36+00:00,2026-07-06T06:43:36+00:00
321,Toca Boca,TOCA BOCA,active,manual_review,591,Toca Boca,TOCA BOCA,manual_review,2026-07-06T06:49:50+00:00,2026-07-06T06:49:50+00:00
321,Toca Boca,TOCA BOCA,active,manual_review,589,Toca Life,TOCA LIFE,manual_review,2026-07-06T06:49:00+00:00,2026-07-06T06:49:00+00:00
130,Too Good To Go,TOO GOOD TO GO,active,manual_review,195,TGTG,TGTG,manual_review,2026-07-03T09:45:21+00:00,2026-07-03T09:45:21+00:00
61,Toon Blast,TOON BLAST,active,sample_verified,98,Toon Blast,TOON BLAST,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
446,Top Juice,TOP JUICE,active,manual_review,746,Top Juice,TOP JUICE,manual_review,2026-07-06T08:50:31+00:00,2026-07-06T08:50:31+00:00
249,Total Tools,TOTAL TOOLS,active,manual_review,497,TOTAL TOOLS,TOTAL TOOLS,manual_review,2026-07-06T05:39:10+00:00,2026-07-06T05:39:10+00:00
304,TotalAV,TOTALAV,active,manual_review,569,TOTALAV,TOTALAV,manual_review,2026-07-06T06:40:20+00:00,2026-07-06T06:40:20+00:00
457,Translink,TRANSLINK,active,manual_review,757,TRANSLINK,TRANSLINK,manual_review,2026-07-06T08:59:05+00:00,2026-07-06T08:59:05+00:00
62,Transport for NSW,TRANSPORT FOR NSW,active,sample_verified,99,Transport for NSW,TRANSPORT FOR NSW,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
62,Transport for NSW,TRANSPORT FOR NSW,active,sample_verified,100,Transportfornsw,TRANSPORTFORNSW,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
333,Twitch,TWITCH,active,manual_review,602,TWITCH,TWITCH,manual_review,2026-07-06T06:53:06+00:00,2026-07-06T06:53:06+00:00
333,Twitch,TWITCH,active,manual_review,605,Twitch Interactive,TWITCH INTERACTIVE,manual_review,2026-07-06T06:53:15+00:00,2026-07-06T06:53:15+00:00
333,Twitch,TWITCH,active,manual_review,604,"Twitch Interactive, Inc",TWITCH INTERACTIVE INC,manual_review,2026-07-06T06:53:12+00:00,2026-07-06T06:53:12+00:00
89,U-Go,U GO,active,manual_review,150,U GO YAMBA,U GO YAMBA,manual_review,2026-07-03T08:30:56+00:00,2026-07-03T08:30:56+00:00
89,U-Go,U GO,active,manual_review,348,U Go,U GO,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
89,U-Go,U GO,active,manual_review,353,UGO,UGO,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
63,Uber,UBER,active,sample_verified,102,UBER *EATS,UBER EATS,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
63,Uber,UBER,active,sample_verified,139,UBER *ONE MEMBERSHIP,UBER ONE MEMBERSHIP,manual_review,2026-07-03T08:08:07+00:00,2026-07-03T08:08:07+00:00
63,Uber,UBER,active,sample_verified,103,UBER *TRIP,UBER TRIP,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
63,Uber,UBER,active,sample_verified,240,UBER BV,UBER BV,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
63,Uber,UBER,active,sample_verified,237,UBERBV,UBERBV,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
63,Uber,UBER,active,sample_verified,101,Uber,UBER,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
63,Uber,UBER,active,sample_verified,242,Ubereats,UBEREATS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
297,Unibet,UNIBET,active,manual_review,556,UNIBET,UNIBET,manual_review,2026-07-06T06:31:00+00:00,2026-07-06T06:31:00+00:00
64,United Petroleum,UNITED PETROLEUM,active,sample_verified,105,UNITED,UNITED,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
64,United Petroleum,UNITED PETROLEUM,active,sample_verified,255,UNITED PETROL,UNITED PETROL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
64,United Petroleum,UNITED PETROLEUM,active,sample_verified,104,United Petroleum,UNITED PETROLEUM,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
185,Universal Store,UNIVERSAL STORE,active,manual_review,399,UNIVERSAL STORE,UNIVERSAL STORE,manual_review,2026-07-06T02:32:35+00:00,2026-07-06T02:32:35+00:00
464,Vapiano Soul,VAPIANO SOUL,active,manual_review,764,VAPIANO SOUL,VAPIANO SOUL,manual_review,2026-07-06T09:10:22+00:00,2026-07-06T09:10:22+00:00
104,Vegastars Nicosia,VEGASTARS NICOSIA,active,manual_review,166,Vegastars Nicosia,VEGASTARS NICOSIA,manual_review,2026-07-03T09:12:51+00:00,2026-07-03T09:12:51+00:00
65,VendClub,VENDCLUB,active,sample_verified,106,VendClub,VENDCLUB,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
411,Ventia,VENTIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,698,Ventia,VENTIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
440,Vintage Cellars,VINTAGE CELLARS,active,manual_review,734,VINTAGE CELLARS,VINTAGE CELLARS,manual_review,2026-07-06T07:17:39+00:00,2026-07-06T07:17:39+00:00
455,Virgin Australia,VIRGIN AUSTRALIA,active,manual_review,755,VIRGIN AUSTRALIA,VIRGIN AUSTRALIA,manual_review,2026-07-06T08:58:30+00:00,2026-07-06T08:58:30+00:00
66,Vodafone,VODAFONE,active,sample_verified,108,VODAFONE AUSTRALIA,VODAFONE AUSTRALIA,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
66,Vodafone,VODAFONE,active,sample_verified,107,Vodafone,VODAFONE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
67,Wagepay,WAGEPAY,active,sample_verified,109,Wagepay,WAGEPAY,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
215,Wagetap,WAGETAP,active,manual_review,455,Wagetap,WAGETAP,manual_review,2026-07-06T03:32:39+00:00,2026-07-06T03:32:39+00:00
279,Wallet Wizard,WALLET WIZARD,active,manual_review,537,Wallet Wizard,WALLET WIZARD,manual_review,2026-07-06T06:18:01+00:00,2026-07-06T06:18:01+00:00
412,WesTrac,WESTRAC,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,699,WesTrac,WESTRAC,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
424,Western Health,WESTERN HEALTH,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,718,Western Health,WESTERN HEALTH,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
373,Westpac,WESTPAC,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,655,Westpac,WESTPAC,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
360,Wilson & Bradley,WILSON BRADLEY,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,640,Wilson & Bradley,WILSON BRADLEY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
225,Wilson Parking,WILSON PARKING,active,manual_review,467,WILSON PARKING,WILSON PARKING,manual_review,2026-07-06T03:43:38+00:00,2026-07-06T03:43:38+00:00
260,Wisr,WISR,active,manual_review,517,Wisr,WISR,manual_review,2026-07-06T05:50:02+00:00,2026-07-06T05:50:02+00:00
421,Woodside Energy,WOODSIDE ENERGY,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,711,Woodside,WOODSIDE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
421,Woodside Energy,WOODSIDE ENERGY,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,710,Woodside Energy,WOODSIDE ENERGY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,117,WOOLIES,WOOLIES,verified_csv:illion_txn_shard_0100_3000_text_dedup_half_merchant_verified.csv,2026-07-03T07:03:30+00:00,2026-07-03T07:03:30+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,111,WOOLWORTH,WOOLWORTH,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,126,WOOLWORTHS 4326,WOOLWORTHS 4326,manual_review,2026-07-03T07:52:27+00:00,2026-07-03T07:52:27+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,134,WW METRO,WW METRO,manual_review,2026-07-03T08:00:39+00:00,2026-07-03T08:00:39+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,110,Woolworths,WOOLWORTHS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,127,Woolworths Metro,WOOLWORTHS METRO,manual_review,2026-07-03T07:53:54+00:00,2026-07-03T07:53:54+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,128,Woolworths/Lakeside,WOOLWORTHS LAKESIDE,manual_review,2026-07-03T07:54:18+00:00,2026-07-03T07:54:18+00:00
68,Woolworths,WOOLWORTHS,active,sample_verified,120,Woolworths/Maxwell S,WOOLWORTHS MAXWELL S,manual_review,2026-07-03T07:38:02+00:00,2026-07-03T07:38:02+00:00
413,WorkPac,WORKPAC,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,700,WorkPac,WORKPAC,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
69,Workers Sports,WORKERS SPORTS,active,sample_verified,112,Workers Sports,WORKERS SPORTS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
137,World Gym,WORLD GYM,active,manual_review,202,World Gym,WORLD GYM,manual_review,2026-07-03T09:49:31+00:00,2026-07-03T09:49:31+00:00
313,Xsolla,XSOLLA,active,manual_review,581,Xsolla,XSOLLA,manual_review,2026-07-06T06:45:11+00:00,2026-07-06T06:45:11+00:00
142,YMCA,YMCA,active,manual_review,208,YMCA,YMCA,manual_review,2026-07-03T09:51:37+00:00,2026-07-03T09:51:37+00:00
213,Yo-Chi,YO CHI,active,manual_review,453,YOCHI,YOCHI,manual_review,2026-07-06T03:30:49+00:00,2026-07-06T03:30:49+00:00
213,Yo-Chi,YO CHI,active,manual_review,451,Yo-Chi,YO CHI,manual_review,2026-07-06T03:30:23+00:00,2026-07-06T03:30:23+00:00
70,YouTube,YOUTUBE,active,sample_verified,239,Google YouTube,GOOGLE YOUTUBE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
70,YouTube,YOUTUBE,active,sample_verified,113,YouTube,YOUTUBE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
70,YouTube,YOUTUBE,active,sample_verified,238,YouTube Premium,YOUTUBE PREMIUM,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
323,Youfoodz,YOUFOODZ,active,manual_review,592,Youfoodz,YOUFOODZ,manual_review,2026-07-06T06:50:08+00:00,2026-07-06T06:50:08+00:00
414,Youi,YOUI,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,701,Youi,YOUI,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
219,Zambrero,ZAMBRERO,active,manual_review,460,ZAMBRERO,ZAMBRERO,manual_review,2026-07-06T03:38:23+00:00,2026-07-06T03:38:23+00:00
201,Zarraffa's Coffee,ZARRAFFA S COFFEE,active,manual_review,434,ZARRAFFAS,ZARRAFFAS,manual_review,2026-07-06T03:15:22+00:00,2026-07-06T03:15:22+00:00
201,Zarraffa's Coffee,ZARRAFFA S COFFEE,active,manual_review,432,zarraffa s,ZARRAFFA S,manual_review,2026-07-06T03:13:51+00:00,2026-07-06T03:13:51+00:00
71,Zenith Payments,ZENITH PAYMENTS,active,sample_verified,115,ZENITH AUSTRALIA,ZENITH AUSTRALIA,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
71,Zenith Payments,ZENITH PAYMENTS,active,sample_verified,114,Zenith Payments,ZENITH PAYMENTS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
332,Zing Pop Culture,ZING POP CULTURE,active,manual_review,601,ZING POP CULTURE,ZING POP CULTURE,manual_review,2026-07-06T06:52:48+00:00,2026-07-06T06:52:48+00:00
332,Zing Pop Culture,ZING POP CULTURE,active,manual_review,603,ZiNG,ZING,manual_review,2026-07-06T06:53:09+00:00,2026-07-06T06:53:09+00:00
295,Zip,ZIP,active,manual_review,554,ZIP.CO,ZIP CO,manual_review,2026-07-06T06:29:19+00:00,2026-07-06T06:29:19+00:00
295,Zip,ZIP,active,manual_review,702,Zip,ZIP,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
314,Zone Bowling,ZONE BOWLING,active,manual_review,582,ZONE BOWLING,ZONE BOWLING,manual_review,2026-07-06T06:45:38+00:00,2026-07-06T06:45:38+00:00
453,Zoom,ZOOM,active,manual_review,753,Zoom,ZOOM,manual_review,2026-07-06T08:57:32+00:00,2026-07-06T08:57:32+00:00
325,adidas,ADIDAS,active,manual_review,594,ADIDAS,ADIDAS,manual_review,2026-07-06T06:50:29+00:00,2026-07-06T06:50:29+00:00
458,amaysim,AMAYSIM,active,manual_review,758,amaysim,AMAYSIM,manual_review,2026-07-06T08:59:28+00:00,2026-07-06T08:59:28+00:00
11,bet365,BET365,active,sample_verified,18,BET 365,BET 365,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
11,bet365,BET365,active,sample_verified,258,BET365.COM,BET365 COM,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
11,bet365,BET365,active,sample_verified,17,bet365,BET365,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
11,bet365,BET365,active,sample_verified,262,bet365.com.au,BET365 COM AU,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
143,dusk,DUSK,active,manual_review,209,DUSK,DUSK,manual_review,2026-07-03T09:51:51+00:00,2026-07-03T09:51:51+00:00
238,eBay,EBAY,active,manual_review,486,eBay,EBAY,manual_review,2026-07-06T05:31:53+00:00,2026-07-06T05:31:53+00:00
