merchant_id,merchant_name,normalized_name,merchant_status,merchant_source,keyword_id,keyword,normalized_keyword,keyword_source,keyword_created_at,keyword_updated_at
40,Microsoft,MICROSOFT,active,sample_verified,297,MICROSOFT*MICROSOFT 36,MICROSOFT MICROSOFT 36,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,321,MICROSOFT*MICROSOFT 36 1000000001 09,MICROSOFT MICROSOFT 36 1000000001 09,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,284,MICROSOFT*MICROSOFT 36 1000000001 AU,MICROSOFT MICROSOFT 36 1000000001 AU,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,340,MICROSOFT*MINECRAFT RE SYDNEY NS AUS Card xx9599 Value Date,MICROSOFT MINECRAFT RE SYDNEY NS AUS CARD XX9599 VALUE DATE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,333,MICROSOFT*MONTH SUBSCR 1000000001 74316015150,MICROSOFT MONTH SUBSCR 1000000001 74316015150,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,334,MICROSOFT*MONTH SUBSCR MSBILL,MICROSOFT MONTH SUBSCR MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,274,MICROSOFT*MONTH SUBSCRIMSBILL,MICROSOFT MONTH SUBSCRIMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,320,MICROSOFT*NORTON SECUR MSBILL,MICROSOFT NORTON SECUR MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,303,MICROSOFT*ONE MONTH SU,MICROSOFT ONE MONTH SU,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,296,MICROSOFT*ONLINE MEDIA 1000000001,MICROSOFT ONLINE MEDIA 1000000001,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,295,MICROSOFT*ONLINE MEDIA PL MSBILL,MICROSOFT ONLINE MEDIA PL MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,336,MICROSOFT*PC GAME PASS 1000000001,MICROSOFT PC GAME PASS 1000000001,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,313,MICROSOFT*R6 MEMBERSHI,MICROSOFT R6 MEMBERSHI,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,317,MICROSOFT*REALMS JAVA 1000000001 23,MICROSOFT REALMS JAVA 1000000001 23,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,327,MICROSOFT*ULTIMATE 1 M SYDNEY,MICROSOFT ULTIMATE 1 M SYDNEY,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,301,MICROSOFT*XBOX GAME PA,MICROSOFT XBOX GAME PA,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,357,MSFT,MSFT,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
40,Microsoft,MICROSOFT,active,sample_verified,64,Microsoft,MICROSOFT,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
40,Microsoft,MICROSOFT,active,sample_verified,257,Microsoft Apps,MICROSOFT APPS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
40,Microsoft,MICROSOFT,active,sample_verified,287,Microsoft*14 Day Tr,MICROSOFT 14 DAY TR,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,335,Microsoft*14 Day Trial Msbill,MICROSOFT 14 DAY TRIAL MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,322,Microsoft*14 Day Trial Re,MICROSOFT 14 DAY TRIAL RE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,329,Microsoft*14 Day Trial Remsbill,MICROSOFT 14 DAY TRIAL REMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,307,Microsoft*3 month subscrimsbill,MICROSOFT 3 MONTH SUBSCRIMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,290,Microsoft*Console 1 Msbill,MICROSOFT CONSOLE 1 MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,342,Microsoft*EA Play 1 Mo msbill,MICROSOFT EA PLAY 1 MO MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,315,Microsoft*ESO Plus 1 M msbill,MICROSOFT ESO PLUS 1 M MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,279,Microsoft*Fortnite Crew,MICROSOFT FORTNITE CREW,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,319,Microsoft*Lightroom Msbill,MICROSOFT LIGHTROOM MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,310,Microsoft*Marketplac 100000000,MICROSOFT MARKETPLAC 100000000,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,311,Microsoft*Marketplac Msbill,MICROSOFT MARKETPLAC MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,281,Microsoft*Microsoft 365 B,MICROSOFT MICROSOFT 365 B,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,273,Microsoft*Microsoft 365 F,MICROSOFT MICROSOFT 365 F,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,343,Microsoft*Microsoft 365 F msbill,MICROSOFT MICROSOFT 365 F MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,271,Microsoft*Microsoft 365 Fmsbill,MICROSOFT MICROSOFT 365 FMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,344,Microsoft*Microsoft 365 P,MICROSOFT MICROSOFT 365 P,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,308,Microsoft*Microsoft 365 P msbill,MICROSOFT MICROSOFT 365 P MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,345,Microsoft*Microsoft 365 Pmsbill,MICROSOFT MICROSOFT 365 PMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,325,Microsoft*Minec,MICROSOFT MINEC,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,332,Microsoft*Month Subscriptmsbill,MICROSOFT MONTH SUBSCRIPTMSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,294,Microsoft*One Mont msbill,MICROSOFT ONE MONT MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,305,Microsoft*One Month 100000000,MICROSOFT ONE MONTH 100000000,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,318,Microsoft*One Month Me msbill,MICROSOFT ONE MONTH ME MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,299,Microsoft*One Month Membe msbi 2024,MICROSOFT ONE MONTH MEMBE MSBI 2024,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,304,Microsoft*One Month Subsc,MICROSOFT ONE MONTH SUBSC,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,286,Microsoft*One Month with msbill,MICROSOFT ONE MONTH WITH MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,293,Microsoft*PC 1 Month msbill,MICROSOFT PC 1 MONTH MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,283,Microsoft*PC Game Pass 1,MICROSOFT PC GAME PASS 1,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,285,Microsoft*Pc 1 Month,MICROSOFT PC 1 MONTH,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,265,Microsoft*Pc Game Pa Msbill,MICROSOFT PC GAME PA MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,328,Microsoft*R6 Me,MICROSOFT R6 ME,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,314,Microsoft*R6 Membership,MICROSOFT R6 MEMBERSHIP,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,270,Microsoft*Realms 1 Month,MICROSOFT REALMS 1 MONTH,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,341,Microsoft*Realms Java Edi,MICROSOFT REALMS JAVA EDI,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,288,Microsoft*Realms Java msbill,MICROSOFT REALMS JAVA MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,339,Microsoft*Realms Plu Msbill,MICROSOFT REALMS PLU MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,272,Microsoft*Realms Plus 1 M,MICROSOFT REALMS PLUS 1 M,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,347,Microsoft*Realms Plus Mon,MICROSOFT REALMS PLUS MON,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,269,Microsoft*Rust Server msbill,MICROSOFT RUST SERVER MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,324,Microsoft*Skype Luxembourg LU,MICROSOFT SKYPE LUXEMBOURG LU,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,331,Microsoft*Standard 1 M msbill,MICROSOFT STANDARD 1 M MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,276,Microsoft*Standard 1 Mont,MICROSOFT STANDARD 1 MONT,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,278,Microsoft*Store,MICROSOFT STORE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,316,Microsoft*Store msbill,MICROSOFT STORE MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,323,Microsoft*Subscription msbill,MICROSOFT SUBSCRIPTION MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,312,Microsoft*Ultimate 1 100000000,MICROSOFT ULTIMATE 1 100000000,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,268,Microsoft*Ultimate 1 M msbill,MICROSOFT ULTIMATE 1 M MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,277,Microsoft*Ultimate 1 Mont,MICROSOFT ULTIMATE 1 MONT,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,298,Microsoft*Ultimate 1 Mont msbi 2024,MICROSOFT ULTIMATE 1 MONT MSBI 2024,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,337,Microsoft*Xbox,MICROSOFT XBOX,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,291,Microsoft*Xbox Game Msbill,MICROSOFT XBOX GAME MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,309,Microsoft*Xbox Game Pa msbill,MICROSOFT XBOX GAME PA MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,292,Microsoft*Xbox Game Pass,MICROSOFT XBOX GAME PASS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,330,Microsoft*Xbox Game Pass msbi 2025,MICROSOFT XBOX GAME PASS MSBI 2025,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,282,Microsoft*Xbox msbill,MICROSOFT XBOX MSBILL,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
40,Microsoft,MICROSOFT,active,sample_verified,326,Microsoft*Yearly7daysFree,MICROSOFT YEARLY7DAYSFREE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
406,Microsoft Australia,MICROSOFT AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,693,Microsoft Australia,MICROSOFT AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
428,Mineral Resources,MINERAL RESOURCES,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,722,Mineral Resources,MINERAL RESOURCES,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
92,Minnippi Golf & Range,MINNIPPI GOLF RANGE,active,manual_review,154,MINNIPPI GOLF & RANGE,MINNIPPI GOLF RANGE,manual_review,2026-07-03T08:54:46+00:00,2026-07-03T08:54:46+00:00
41,Mitzu,MITZU,active,sample_verified,65,Mitzu,MITZU,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
91,Mobil,MOBIL,active,manual_review,153,MOBIL,MOBIL,manual_review,2026-07-03T08:45:32+00:00,2026-07-03T08:45:32+00:00
91,Mobil,MOBIL,active,manual_review,152,MOBIL RURAL VIEW,MOBIL RURAL VIEW,manual_review,2026-07-03T08:39:47+00:00,2026-07-03T08:39:47+00:00
408,Monadelphous,MONADELPHOUS,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,695,Monadelphous,MONADELPHOUS,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
210,Money3,MONEY3,active,manual_review,447,Money 3,MONEY 3,manual_review,2026-07-06T03:27:15+00:00,2026-07-06T03:27:15+00:00
210,Money3,MONEY3,active,manual_review,448,Money3,MONEY3,manual_review,2026-07-06T03:27:46+00:00,2026-07-06T03:27:46+00:00
208,MoneyMe,MONEYME,active,manual_review,443,Money me,MONEY ME,manual_review,2026-07-06T03:24:22+00:00,2026-07-06T03:24:22+00:00
208,MoneyMe,MONEYME,active,manual_review,445,MoneyMe,MONEYME,manual_review,2026-07-06T03:26:42+00:00,2026-07-06T03:26:42+00:00
42,MoneySpot,MONEYSPOT,active,sample_verified,66,MoneySpot,MONEYSPOT,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
42,MoneySpot,MONEYSPOT,active,sample_verified,67,MoneySpot Finance,MONEYSPOT FINANCE,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
204,Monopoly GO,MONOPOLY GO,active,manual_review,436,MONOPOLY GO,MONOPOLY GO,manual_review,2026-07-06T03:18:44+00:00,2026-07-06T03:18:44+00:00
86,Montu Group Pty Ltd,MONTU GROUP PTY LTD,active,manual_review,147,MONTU GROUP PTY LTD,MONTU GROUP PTY LTD,manual_review,2026-07-03T08:13:21+00:00,2026-07-03T08:13:21+00:00
43,MyPayNow,MYPAYNOW,active,sample_verified,247,MY PAY NOW,MY PAY NOW,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:02+00:00,2026-07-06T01:32:02+00:00
43,MyPayNow,MYPAYNOW,active,sample_verified,68,MyPayNow,MYPAYNOW,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
257,Myer,MYER,active,manual_review,514,Myer,MYER,manual_review,2026-07-06T05:49:03+00:00,2026-07-06T05:49:03+00:00
427,NAB,NAB,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,721,NAB,NAB,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
166,NOW Finance,NOW FINANCE,active,manual_review,376,Now Finance,NOW FINANCE,manual_review,2026-07-06T02:10:34+00:00,2026-07-06T02:10:34+00:00
90,NPC Cafe,NPC CAFE,active,manual_review,151,NPC Cafe,NPC CAFE,manual_review,2026-07-03T08:36:47+00:00,2026-07-03T08:36:47+00:00
388,NSW Health,NSW HEALTH,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,673,NSW Health,NSW HEALTH,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
44,NSW Nurses and Midwives' Association,NSW NURSES AND MIDWIVES ASSOCIATION,active,sample_verified,69,NSW Nurses and Midwives' Association,NSW NURSES AND MIDWIVES ASSOCIATION,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
44,NSW Nurses and Midwives' Association,NSW NURSES AND MIDWIVES ASSOCIATION,active,sample_verified,70,Nswnma,NSWNMA,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
196,Nando's,NANDO S,active,manual_review,421,NANDOS,NANDOS,manual_review,2026-07-06T03:06:05+00:00,2026-07-06T03:06:05+00:00
196,Nando's,NANDO S,active,manual_review,419,nando s,NANDO S,manual_review,2026-07-06T03:05:30+00:00,2026-07-06T03:05:30+00:00
382,Nando's Australia,NANDO S AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,666,Nando's Australia,NANDO S AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
357,National Heavy Vehicle Regulator,NATIONAL HEAVY VEHICLE REGULATOR,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,783,NHVR,NHVR,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
357,National Heavy Vehicle Regulator,NATIONAL HEAVY VEHICLE REGULATOR,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,636,National Heavy Vehicle Regulator,NATIONAL HEAVY VEHICLE REGULATOR,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
320,Neds,NEDS,active,manual_review,588,NEDS.COM.AU,NEDS COM AU,manual_review,2026-07-06T06:48:42+00:00,2026-07-06T06:48:42+00:00
491,Netflix Australia,NETFLIX AUSTRALIA,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,797,Netflix,NETFLIX,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
